"","ref_number","prefix","property_name","state","county","city","street_number","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","external_link","level_of_significance_international","level_of_significance_national","level_of_significance_state","level_of_significance_local","level_of_significance_not_indicated","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name","address","latitude","longitude"
"1","12001021",NA,"Demopolis Historic District (Boundary Increase)","Alabama","Marengo","Demopolis","E. Gaines, N. Ash, W. Pettus, & S. Stewart Sts.","Listed","Single",FALSE,790,"Architecture; Community Planning And Development","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-01-10,NA,NA,NA,"12001021","Demopolis (Boundary Increase)","Demopolis Historic District (Boundary Increase), Marengo, Alabama",32.51734,-87.83884
"2","76000342",NA,"Jefferson Historic District","Alabama","Marengo","Jefferson","AL 28","Listed","Single",FALSE,130,"Architecture","District","https://catalog.archives.gov/id/77836812",FALSE,FALSE,TRUE,FALSE,FALSE,1976-11-13,NA,NA,NA,"76000342","Jefferson","Jefferson Historic District, Marengo, Alabama",32.38609,-87.89599
"3","00001023",NA,"Thomaston Central Historic District","Alabama","Marengo","Thomaston","Roughly bounded by Chestnut St., Sixth Ave., Seventh Ave., Short St. and CSX RR.","Listed","Single",FALSE,40,"Architecture; Community Planning And Development; Politics/Government","District","https://catalog.archives.gov/id/77836818",FALSE,FALSE,FALSE,TRUE,FALSE,2000-09-14,NA,NA,NA,"00001023","Thomaston Central","Thomaston Central Historic District, Marengo, Alabama",32.26769,-87.62546
"4","12001022",NA,"Downtown Guntersville Historic District","Alabama","Marshall","Guntersville","Gunter & Blount Aves., Ringold & Scott Sts.","Listed","Single",FALSE,27.8,"Architecture; Commerce","District","https://catalog.archives.gov/id/77836856",FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-12,NA,NA,NA,"12001022","Downtown Guntersville","Downtown Guntersville Historic District, Marshall, Alabama",34.35889,-86.294
"5","99000468",NA,"Snead Junior College Historic District","Alabama","Marshall","Boaz","220 N. Walnut St., 308 W. Mann Ave., 201 College Ave., and 300 and 301 Elder St.","Listed","Single",FALSE,5,"Architecture; Education","District","https://catalog.archives.gov/id/77836858",FALSE,FALSE,FALSE,TRUE,FALSE,1999-04-22,NA,"Snead State Community College",NA,"99000468","Snead Junior College","Snead Junior College Historic District, Marshall, Alabama",34.20061,-86.16874
"6","12000990",NA,"Africatown Historic District","Alabama","Mobile","Mobile","Bounded by Jakes Ln., Paper Mill, & Warren Rds., Chin, & Railroad Sts.","Listed","Single",FALSE,921,"Black; Historic - Non-Aboriginal","District","https://catalog.archives.gov/id/77837063",FALSE,TRUE,FALSE,FALSE,FALSE,2012-12-04,NA,NA,NA,"12000990","Africatown","Africatown Historic District, Mobile, Alabama",30.73527,-88.05878
"7","87000935",NA,"Ashland Place Historic District","Alabama","Mobile","Mobile","Roughly bounded by Springhill and Ryan Aves., Old Shell Rd., and Levert Ave.","Listed","Single",FALSE,40,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77836983",FALSE,FALSE,FALSE,TRUE,FALSE,1987-06-23,NA,NA,NA,"87000935","Ashland Place","Ashland Place Historic District, Mobile, Alabama",30.69046,-88.09428
"8","16000400",NA,"Automobile Alley Historic District","Alabama","Mobile","Mobile","156-157 N. Cedar, 108 N. Dearborn, 100-101 N. Franklin, 156 N. Hamilton, 163 N. Lawrence, 453-701 St. Anthony Sts.","Listed","Single",FALSE,30,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-06-22,NA,NA,NA,"16000400","Automobile Alley","Automobile Alley Historic District, Mobile, Alabama",30.69277,-88.0503
"9","100009107","BC","Automobile Alley Historic District (Boundary Increase)","Alabama","Mobile","Mobile","752-54, 756, 762 St. Louis St.","Listed","Boundary",FALSE,0.86,"Architecture; Commerce","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2023-06-27,NA,NA,NA,"16000400","Automobile Alley (Boundary Increase)","Automobile Alley Historic District (Boundary Increase), Mobile, Alabama",30.69277,-88.0503
"10","89002452",NA,"Barr's Subdivision Historic District","Alabama","Mobile","Citronelle","Roughly along US 45 and Howard St. between LeBaron and State","Listed","Single",FALSE,5.9,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77837049",FALSE,FALSE,FALSE,TRUE,FALSE,1990-01-25,NA,NA,NA,"89002452","Barr's Subdivision","Barr's Subdivision Historic District, Mobile, Alabama",31.09246,-88.23888
"11","89002424",NA,"Central Core Historic District","Alabama","Mobile","Citronelle","Roughly State and Le Baron Sts. from Mobile to Second Sts.","Listed","Single",FALSE,69.9,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77837053",FALSE,FALSE,FALSE,TRUE,FALSE,1990-01-25,NA,NA,NA,"89002424","Central Core","Central Core Historic District, Mobile, Alabama",31.09291,-88.23104
"12","04000924",NA,"Chickasaw Shipyard Village Historic District","Alabama","Mobile","Chickasaw","Bounded by Jefferson St., Jackson St., Yeend Ave., and Chickasaw Creek","Listed","Single",FALSE,1200,"Community Planning And Development; Industry; Other; Black; Architecture","District","https://catalog.archives.gov/id/77837055",FALSE,TRUE,FALSE,FALSE,FALSE,2004-09-03,NA,NA,NA,"04000924","Chickasaw Shipyard Village","Chickasaw Shipyard Village Historic District, Mobile, Alabama",30.76369,-88.07451
"13","71000102",NA,"Church Street East Historic District","Alabama","Mobile","Mobile","Roughly bounded by Conti, Water and Claiborne, Eslava, and Warren and Bayou Sts.","Listed","Single",FALSE,93.2,"Architecture","District","https://catalog.archives.gov/id/77837003",FALSE,TRUE,FALSE,FALSE,FALSE,1971-12-16,NA,"See Also:71000103;69000033;70000107;Southern Market-Mobile C",NA,"71000102","Church Street East","Church Street East Historic District, Mobile, Alabama",30.68808,-88.04575
"14","05000289",NA,"Church Street East Historic District (Boundary Increase Ii)","Alabama","Mobile","Mobile","66 and 68 S. Royal St.","Listed","Single",FALSE,0.9,"Architecture","District","https://catalog.archives.gov/id/77836945",FALSE,TRUE,FALSE,FALSE,FALSE,2005-04-20,NA,NA,NA,"05000289","Church Street East (Boundary Increase Ii)","Church Street East Historic District (Boundary Increase Ii), Mobile, Alabama",30.68808,-88.04575
"15","84000663",NA,"Church Street East Historic District (Boundary Increase)","Alabama","Mobile","Mobile","Roughly bounded by Broad, Conti, Water, Claiborne, and Canal Sts.","Listed","Single",FALSE,47,"Architecture","District","https://catalog.archives.gov/id/77836913",FALSE,FALSE,FALSE,TRUE,FALSE,1984-01-13,NA,NA,NA,"84000663","Church Street East (Boundary Increase)","Church Street East Historic District (Boundary Increase), Mobile, Alabama",30.68808,-88.04575
"16","89002421",NA,"Citronelle Railroad Historic District","Alabama","Mobile","Citronelle","Roughly Center and Main from Union to Faye","Listed","Single",FALSE,42.3,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77837051",FALSE,FALSE,FALSE,TRUE,FALSE,1990-01-25,NA,NA,NA,"89002421","Citronelle Railroad","Citronelle Railroad Historic District, Mobile, Alabama",31.08711,-88.22749
"17","72000169",NA,"De Tonti Square Historic District","Alabama","Mobile","Mobile","Roughly bounded by Adams, St. Anthony, Claiborne, and Conception Sts.","Listed","Single",FALSE,28,"Architecture","District","https://catalog.archives.gov/id/77837031",FALSE,FALSE,FALSE,TRUE,FALSE,1972-02-07,NA,NA,NA,"72000169","De Tonti Square","De Tonti Square Historic District, Mobile, Alabama",30.696,-88.0473
"18","90000918",NA,"Grand Bay Historic District","Alabama","Mobile","Grand Bay","Jct. of Dezauche Ln. and Freeland","Listed","Single",FALSE,1.2,"Commerce","District","https://catalog.archives.gov/id/77837041",FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-28,NA,NA,NA,"90000918","Grand Bay","Grand Bay Historic District, Mobile, Alabama",30.47592,-88.34219
"19","14001004",NA,"Lafayette Heights Historic District","Alabama","Mobile","Mobile","Bounded by Dr. Martin Luther King Jr. & Spring Hill Aves., Rylands & Basil Sts.","Listed","Single",FALSE,141,"Architecture; Historic - Non-Aboriginal","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-12-10,NA,NA,NA,"14001004","Lafayette Heights","Lafayette Heights Historic District, Mobile, Alabama",30.69939,-88.06922
"20","87000936",NA,"Leinkauf Historic District","Alabama","Mobile","Mobile","Roughly bounded by Government, S. Monterey, Eslava, Lamar, and S. Monterey Sts.","Listed","Single",FALSE,110,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77836987",FALSE,FALSE,FALSE,TRUE,FALSE,1987-06-24,NA,NA,NA,"87000936","Leinkauf","Leinkauf Historic District, Mobile, Alabama",30.67689,-88.07273
"21","79000392",NA,"Lower Dauphin Street Historic District","Alabama","Mobile","Mobile","171--614 Dauphin St.","Listed","Single",FALSE,17,"Commerce; Architecture","District","https://catalog.archives.gov/id/77836971",FALSE,FALSE,TRUE,FALSE,FALSE,1979-02-09,NA,"Dauphin Street Downtown;See Also:Church Street East Historic",NA,"79000392","Lower Dauphin Street","Lower Dauphin Street Historic District, Mobile, Alabama",30.69029,-88.0464
"22","82002059",NA,"Lower Dauphin Street Historic District (Boundary Increase)","Alabama","Mobile","Mobile","Dauphin St. from Water to Dearborn Ave.","Listed","Single",FALSE,8,"Commerce; Architecture","District","https://catalog.archives.gov/id/77836969",FALSE,FALSE,TRUE,FALSE,FALSE,1982-02-19,NA,"Lower Dauphin Street Commercial District;Dauphin Street;See",NA,"82002059","Lower Dauphin Street (Boundary Increase)","Lower Dauphin Street Historic District (Boundary Increase), Mobile, Alabama",30.69029,-88.0464
"23","13000959",NA,"Maysville Historic District","Alabama","Mobile","Mobile","Bounded by Virginia, Ann, Duval & Houston Sts.","Listed","Single",FALSE,451,"Architecture; Historic - Non-Aboriginal","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-25,NA,NA,NA,"13000959","Maysville","Maysville Historic District, Mobile, Alabama",30.66923,-88.07676
"24","01001293",NA,"Midtown Historic District","Alabama","Mobile","Mobile","Roughly bounded by Taylor Ave., US 90, Houston St., Kenneth St., US 98, and Florida St.","Listed","Single",FALSE,467,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77837047",FALSE,FALSE,FALSE,TRUE,FALSE,2001-11-29,NA,NA,NA,"01001293","Midtown","Midtown Historic District, Mobile, Alabama",30.68332,-88.07842
"25","100005805","BC","Midtown Historic District (Boundary Increase)","Alabama","Mobile","Mobile","2401-2403 and 2407 Old Shell Rd.","Listed","Boundary",FALSE,1.05,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77837047",FALSE,FALSE,FALSE,TRUE,FALSE,2020-11-18,NA,NA,NA,"01001293","Midtown (Boundary Increase)","Midtown Historic District (Boundary Increase), Mobile, Alabama",30.68332,-88.07842
"26","14001005",NA,"Oakdale Historic District","Alabama","Mobile","Mobile","Bounded by I-10, Preston Ave., Virginia & Ann Sts.","Listed","Single",FALSE,511,"Architecture","District",NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-12-10,NA,NA,NA,"14001005","Oakdale","Oakdale Historic District, Mobile, Alabama",30.66618,-88.06306
"27","72000171",NA,"Oakleigh Garden Historic District","Alabama","Mobile","Mobile","Roughly bounded by Government, Marine, Texas, and Ann Sts.","Listed","Single",FALSE,111.3,"Architecture; Social History","District","https://catalog.archives.gov/id/77836989",FALSE,FALSE,TRUE,FALSE,FALSE,1972-04-13,NA,"Washington Square;See Also:Oakleigh Garden Historic District",NA,"72000171","Oakleigh Garden","Oakleigh Garden Historic District, Mobile, Alabama",30.681,-88.06051
"28","16000863",NA,"Oakleigh Garden Historic District (Boundary Decrease & Additional Documentation)","Alabama","Mobile","Mobile","Government, Broad, Texas & S. Ann Sts.","Listed","Single",FALSE,145,"Architecture; Landscape Architecture","District",NA,FALSE,FALSE,TRUE,FALSE,FALSE,2016-12-20,NA,NA,NA,"16000863","Oakleigh Garden (Boundary Decrease & Additional Documentation)","Oakleigh Garden Historic District (Boundary Decrease & Additional Documentation), Mobile, Alabama",30.681,-88.06051
"29","90002175",NA,"Oakleigh Garden Historic District (Boundary Increase)","Alabama","Mobile","Mobile","Roughly bounded by Selma St., Broad St., Texas St. and Rapier Ave.","Listed","Single",FALSE,34,"Landscape Architecture; Architecture","District","https://catalog.archives.gov/id/77837007",FALSE,FALSE,FALSE,TRUE,FALSE,1991-01-30,NA,"Oakleigh Garden District;See Also:Oakleigh Garden Historic D",NA,"90002175","Oakleigh Garden (Boundary Increase)","Oakleigh Garden Historic District (Boundary Increase), Mobile, Alabama",30.681,-88.06051
"30","84000686",NA,"Old Dauphin Way Historic District","Alabama","Mobile","Mobile","Roughly bounded by Springhill Ave., Broad, Goverment, and Houston Sts.","Listed","Single",FALSE,766,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77836985",FALSE,FALSE,FALSE,TRUE,FALSE,1984-08-30,NA,"See Also:Protestant Children's Home;Gates-Davies House;Commo",NA,"84000686","Old Dauphin Way","Old Dauphin Way Historic District, Mobile, Alabama",30.6873,-88.06863
"31","100007800","BC","Old Dauphin Way Historic District (Boundary Increase)","Alabama","Mobile","Mobile","1200 Springhill Ave.","Listed","Boundary",FALSE,2,"Community Planning And Development; Architecture","District","https://catalog.archives.gov/id/77836985",FALSE,FALSE,FALSE,TRUE,FALSE,2022-06-17,NA,NA,NA,"84000686","Old Dauphin Way (Boundary Increase)","Old Dauphin Way Historic District (Boundary Increase), Mobile, Alabama",30.6873,-88.06863
"32","09000606",NA,"Monroeville Downtown Historic District","Alabama","Monroe","Monroeville","Parts of N. and S. Alabama Aves., E. and W. Claiborne St., N. and S. Monut Pleasant Aves., Pineville Rd.","Listed","Single",FALSE,40,"Architecture; Commerce","District","https://catalog.archives.gov/id/77837083",FALSE,FALSE,FALSE,TRUE,FALSE,2009-09-16,NA,NA,NA,"09000606","Monroeville Downtown","Monroeville Downtown Historic District, Monroe, Alabama",31.52663,-87.32386
"33","98001228",NA,"Alabama State University Historic District","Alabama","Montgomery","Montgomery","915 S. Jackson St.","Listed","Single",FALSE,26,"Education; Black; Architecture","District","https://catalog.archives.gov/id/77837189",FALSE,FALSE,TRUE,FALSE,FALSE,1998-10-08,NA,"State Teachers College",NA,"98001228","Alabama State University","Alabama State University Historic District, Montgomery, Alabama",32.36418,-86.29733
"34","100010461","MP","Centennial Hill Historic District","Alabama","Montgomery","Montgomery","Roughly bound by Highland and Adams Avenue to the north, Hall Street to the east, I-85 to the south, and South Bainbridge Street to the west","Listed","Multiple",FALSE,109,"Ethnic Heritage-Black; Social History; Ethnic Heritage-Other-Ethnic","District",NA,FALSE,TRUE,FALSE,TRUE,FALSE,2024-06-25,NA,NA,NA,"100010461","Centennial Hill","Centennial Hill Historic District, Montgomery, Alabama",32.3720984,-86.2915539
"35","90000916",NA,"City Of St. Jude Historic District","Alabama","Montgomery","Montgomery","2048 W. Fairview Ave.","Listed","Single",FALSE,40,"Black; Architecture","District","https://catalog.archives.gov/id/77837191",FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-18,NA,NA,NA,"90000916","City Of St. Jude","City Of St. Jude Historic District, Montgomery, Alabama",32.35343,-86.32708
"36","85002161",NA,"Cloverdale Historic District","Alabama","Montgomery","Montgomery","Roughly bounded by Norman Bridge & Cloverdale Rd., Fairview & Felder Aves. and Boultier St.","Listed","Single",FALSE,156,"Landscape Architecture; Architecture","District","https://catalog.archives.gov/id/77837155",FALSE,FALSE,TRUE,TRUE,FALSE,1985-09-12,NA,NA,NA,"85002161","Cloverdale","Cloverdale Historic District, Montgomery, Alabama",32.35537,-86.29505
"37","76000350",NA,"Cottage Hill Historic District","Alabama","Montgomery","Montgomery","Roughly bounded by Goldthwaite, Bell, Holt, and Clayton Sts.","Listed","Single",FALSE,42,"Architecture","District","https://catalog.archives.gov/id/77837115",FALSE,FALSE,FALSE,TRUE,FALSE,1976-11-07,NA,NA,NA,"76000350","Cottage Hill","Cottage Hill Historic District, Montgomery, Alabama",32.37164,-86.31903
