museum_url,category,museum_name,street_address,state,country,full_address,website_link,latitude,longitude
https://whichmuseum.com/museum/fort-stevens-state-park-warrenton-13187,History & Anthropology,Fort Stevens State Park,Peter Iredale Road 1675,Oregon,United States,"Peter Iredale Road 1675, Oregon, United States",https://stateparks.oregon.gov/index.cfm?do=park.profile&parkId=129,46.1799755,-123.9701172
https://whichmuseum.com/museum/fruitlands-museum-the-trustees-of-reservations-harvard-13845,History & Anthropology,Fruitlands Museum - The Trustees of Reservations,Prospect Hill Road 102,Massachusetts,United States,"Prospect Hill Road 102, Massachusetts, United States",https://thetrustees.org/place/fruitlands-museum/,42.5055706,-71.6128298
https://whichmuseum.com/museum/national-september-11-memorial-museum-new-york-9273,Specialized & Alternative,National September 11 Memorial & Museum,Greenwich Street 180,New York,United States,"Greenwich Street 180, New York, United States",https://www.911memorial.org/,40.7113675,-74.0132704
https://whichmuseum.com/museum/empire-state-building-new-york-21191,Specialized & Alternative,Empire State Building,20 West 34th Street,New York,United States,"20 West 34th Street, New York, United States",https://www.esbnyc.com/,40.7486538,-73.9853043
https://whichmuseum.com/museum/national-museum-of-american-history-washington-d-c-9202,History & Anthropology,National Museum of American History,1400 Constitution Ave. NW,Washington DC,United States,"1400 Constitution Ave. NW, Washington DC, United States",http://americanhistory.si.edu/,38.891067,-77.032704
https://whichmuseum.com/museum/san-diego-zoo-safari-park-21187,Nature & Natural History,San Diego Zoo Safari Park,",San Pasqual Valley Road",California,United States,",San Pasqual Valley Road, California, United States",https://sandiegozoowildlifealliance.org/,33.0946885,-116.9584152
https://whichmuseum.com/museum/ellis-island-national-museum-of-immigration-jersey-city-11544,History & Anthropology,Ellis Island National Museum of Immigration,Ellis Island Bridge,New Jersey,United States,"Ellis Island Bridge, New Jersey, United States",https://www.nps.gov/elis/index.htm,40.7014779,-74.0431943
https://whichmuseum.com/museum/the-dali-museum-saint-petersburg-48477,NA,The Dalí Museum,1 Dali Blvd,Florida,United States,"1 Dali Blvd, Florida, United States",https://thedali.org/,27.7659874,-82.6314611
https://whichmuseum.com/museum/milwaukee-county-zoo-9546,Nature & Natural History,Milwaukee County Zoo,W. Bluemound Rd. Milwaukee,Wisconsin,United States,"W. Bluemound Rd. Milwaukee, Wisconsin, United States",http://www.milwaukeezoo.org,43.0368252,-87.9758944
https://whichmuseum.com/museum/national-museum-of-african-american-history-and-culture-washington-d-c-9209,History & Anthropology,National Museum of African American History and Culture,Constitution Avenue Northwest 1400,Washington DC,United States,"Constitution Avenue Northwest 1400, Washington DC, United States",http://nmaahc.si.edu/,38.891067,-77.032704
https://whichmuseum.com/museum/american-museum-of-natural-history-new-york-9274,Nature & Natural History,American Museum of Natural History,Central Park West 180,New York,United States,"Central Park West 180, New York, United States",http://www.amnh.org/,40.779168,-73.9739233
https://whichmuseum.com/museum/the-metropolitan-museum-of-art-new-york-9275,Art & Design,The Metropolitan Museum of Art,5th Avenue 1000,New York,United States,"5th Avenue 1000, New York, United States",http://www.metmuseum.org,40.7794396,-73.9633825
https://whichmuseum.com/museum/wells-fargo-history-museum-san-francisco-9043,History & Anthropology,Wells Fargo History Museum,Montgomery Street 420,California,United States,"Montgomery Street 420, California, United States",https://www.wellsfargohistory.com/museums/san-francisco/,37.7933794,-122.4027
https://whichmuseum.com/museum/austin-zoo-10862,Nature & Natural History,Austin Zoo,Rawhide Trail,Texas,United States,"Rawhide Trail, Texas, United States",http://www.austinzoo.org/,33.7182939,-96.5144883
https://whichmuseum.com/museum/newport-art-museum-8144,Art & Design,Newport Art Museum,76 Bellevue Avenue,Rhode Island,United States,"76 Bellevue Avenue, Rhode Island, United States",https://newportartmuseum.org/,41.4855153,-71.3081382
https://whichmuseum.com/museum/lemoyne-center-for-the-visual-arts-tallahassee-8180,Art & Design,Lemoyne Center For the Visual Arts,125 North Gadsden Street,Florida,United States,"125 North Gadsden Street, Florida, United States",http://www.lemoyne.org/,30.4432062,-84.2780223
https://whichmuseum.com/museum/portland-puppet-museum-8284,Specialized & Alternative,Portland Puppet Museum,Southeast Umatilla Street 906,Oregon,United States,"Southeast Umatilla Street 906, Oregon, United States",http://www.puppetmuseum.com/,45.4627266,-122.6567391
https://whichmuseum.com/museum/san-jose-museum-of-quilts-8333,Specialized & Alternative,San Jose Museum of Quilts,520 S First Street,California,United States,"520 S First Street, California, United States",http://www.sjquiltmuseum.org/,36.2100389,-121.1198431
https://whichmuseum.com/museum/international-gymnastics-hall-of-fame-oklahoma-city-8354,Specialized & Alternative,International Gymnastics Hall of Fame,120 N Robinson Ave,Oklahoma,United States,"120 N Robinson Ave, Oklahoma, United States",http://www.ighof.com/,35.4685106,-97.5160114
https://whichmuseum.com/museum/key-west-tropical-forest-and-botanical-garden-8368,Nature & Natural History,Key West Tropical Forest and Botanical Garden,College Road 5210,Florida,United States,"College Road 5210, Florida, United States",http://kwbgs.org,24.5730396,-81.7496278
https://whichmuseum.com/museum/san-carlos-institute-key-west-8376,History & Anthropology,San Carlos Institute,516 Duval St,Florida,United States,"516 Duval St, Florida, United States",http://www.institutosancarlos.org/,29.886393,-81.3408313
https://whichmuseum.com/museum/cattle-raisers-museum-fort-worth-8740,Nature & Natural History,Cattle Raisers Museum,1600 Gendy St,Texas,United States,"1600 Gendy St, Texas, United States",https://cattleraisersmuseum.org/,32.7442441,-97.3692589
https://whichmuseum.com/museum/bayou-bend-collection-and-gardens-museum-of-fine-arts-houston-8842,Art & Design,Bayou Bend Collection and Gardens - Museum of Fine Arts,6003 Memorial Dr,Texas,United States,"6003 Memorial Dr, Texas, United States",https://www.mfah.org/visit/bayou-bend-collection-and-gardens,29.7605479,-95.4217404
https://whichmuseum.com/museum/edith-l-moore-nature-sanctuary-houston-8877,Nature & Natural History,Edith L. Moore Nature Sanctuary,440 Wilchester Blvd,Texas,United States,"440 Wilchester Blvd, Texas, United States",https://houstonaudubon.org/sanctuaries/edith-moore/visitor.html,29.7710976,-95.5702937
https://whichmuseum.com/museum/coast-guard-museum-northwest-seattle-8906,Specialized & Alternative,Coast Guard Museum Northwest,Alaskan Way South 1519,Washington,United States,"Alaskan Way South 1519, Washington, United States",http://www.rexmwess.com/cgpatchs/cogardmuseum.html,47.5906404,-122.3377317
https://whichmuseum.com/museum/benjamin-franklin-museum-philadelphia-8939,History & Anthropology,Benjamin Franklin Museum,317 Chestnut St,Pennsylvania,United States,"317 Chestnut St, Pennsylvania, United States",http://www.nps.gov/inde/planyourvisit/benjaminfranklinmuseum.htm,40.1864676,-75.4536371
https://whichmuseum.com/museum/fraunces-tavern-museum-new-york-9282,History & Anthropology,Fraunces Tavern Museum,54 Pearl Street New York,New York,United States,"54 Pearl Street New York, New York, United States",http://www.frauncestavernmuseum.org/,40.7427787,-73.6852269
https://whichmuseum.com/museum/bronx-museum-of-the-arts-new-york-9336,Art & Design,Bronx Museum of the Arts,Grand Concourse 1040,New York,United States,"Grand Concourse 1040, New York, United States",http://bronxmuseum.org,40.8310911,-73.9199471
https://whichmuseum.com/museum/poster-house-new-york-9364,Art & Design,Poster House,West 23rd Street 119,New York,United States,"West 23rd Street 119, New York, United States",https://posterhouse.org/,40.7435881,-73.9933365
https://whichmuseum.com/museum/la-plaza-de-culturas-y-artes-los-angeles-9473,History & Anthropology,La Plaza De Culturas Y Artes,501 N Main St,California,United States,"501 N Main St, California, United States",http://lapca.org,38.4057626,-122.8260883
https://whichmuseum.com/museum/science-spectrum-omni-theater-lubbock-9678,Science & Technology,Science Spectrum & Omni Theater,2579 S. Loop 289,Texas,United States,"2579 S. Loop 289, Texas, United States",https://www.sciencespectrum.org/,33.5283242,-101.8767065
https://whichmuseum.com/museum/tulsa-historical-society-museum-9707,History & Anthropology,Tulsa Historical Society & Museum,South Peoria Avenue 2445,Oklahoma,United States,"South Peoria Avenue 2445, Oklahoma, United States",http://www.tulsahistory.org,36.098228,-95.9754251
https://whichmuseum.com/museum/catty-shack-ranch-wildlife-sanctuary-jacksonville-9853,Nature & Natural History,Catty Shack Ranch Wildlife Sanctuary,Starratt Road 1860,Florida,United States,"Starratt Road 1860, Florida, United States",https://cattyshack.org/,30.4929584,-81.5863068
https://whichmuseum.com/museum/nevada-historical-society-reno-10049,History & Anthropology,Nevada Historical Society,1650 North Virginia Street,Nevada,United States,"1650 North Virginia Street, Nevada, United States",https://www.nvhistoricalsociety.org/,39.5458891,-119.8193963
https://whichmuseum.com/museum/conde-charlotte-museum-mobile-10141,History & Anthropology,Conde Charlotte Museum,Theatre Street 104,Alabama,United States,"Theatre Street 104, Alabama, United States",https://condecharlotte.com/,30.6884108,-88.0400872
https://whichmuseum.com/museum/amarillo-museum-of-art-10178,Art & Design,Amarillo Museum of Art,2200 S Van Buren St,Texas,United States,"2200 S Van Buren St, Texas, United States",http://www.amarilloart.org,35.1885841,-101.8451037
https://whichmuseum.com/museum/moma-new-york-9276,Art & Design,Moma,West 53rd Street 11,New York,United States,"West 53rd Street 11, New York, United States",http://www.moma.org,40.7616124,-73.9774992
https://whichmuseum.com/museum/olana-ny-state-historic-site-greenport-16500,History & Anthropology,Olana NY State Historic Site,5720 State Route 9G,New York,United States,"5720 State Route 9G, New York, United States",https://www.olana.org/,NA,NA
https://whichmuseum.com/museum/white-house-washington-d-c-9198,Specialized & Alternative,White House,Pennsylvania Avenue Northwest 1600,Washington DC,United States,"Pennsylvania Avenue Northwest 1600, Washington DC, United States",https://www.whitehouse.gov/,38.8976387,-77.0365528
https://whichmuseum.com/museum/california-citrus-state-park-visitor-center-riverside-10277,History & Anthropology,California Citrus State Park Visitor Center,9400 Dufferin Ave,California,United States,"9400 Dufferin Ave, California, United States",http://www.parks.ca.gov/?page_id=649,33.8998504,-117.4250316
https://whichmuseum.com/museum/oklahoma-city-national-memorial-museum-8345,History & Anthropology,Oklahoma City National Memorial & Museum,620 N Harvey Ave,Oklahoma,United States,"620 N Harvey Ave, Oklahoma, United States",https://www.nps.gov/okci/,35.4737199,-97.5172885
https://whichmuseum.com/museum/gatorland-orlando-21209,Nature & Natural History,Gatorland Orlando,S. Orange Blossom Trail,Florida,United States,"S. Orange Blossom Trail, Florida, United States",https://www.gatorland.com/,28.5412211,-81.3972692
https://whichmuseum.com/museum/titanic-museum-attraction-pigeon-forge-21257,Specialized & Alternative,Titanic Museum Attraction,"2134 Parkway, Nashville & Smoky Mountains",Tennessee,United States,"2134 Parkway, Nashville & Smoky Mountains, Tennessee, United States",https://titanicpigeonforge.com/,NA,NA
https://whichmuseum.com/museum/niagara-falls-butterfly-conservatory-21239,Nature & Natural History,#6 Nature & Natural History in United States #5 Animal museums in United States #4 Zoos in United States #1 Nature & Natural History in Niagara Falls #1 Animal museums in Niagara Falls #2 Nature & Natural History in New York State #2 Animal museums in New York State #1 Zoos in New York State,Niagara Falls Butterfly Conservatory,L2E 2S7 Niagara Falls,United States,"Niagara Falls Butterfly Conservatory, L2E 2S7 Niagara Falls, United States",https://www.niagaraparks.com/visit/attractions/butterfly-conservatory/,NA,NA
https://whichmuseum.com/museum/the-getty-center-los-angeles-9418,Art & Design,The Getty Center,1200 Getty Center Drive,California,United States,"1200 Getty Center Drive, California, United States",http://www.getty.edu/art/,34.0769513,-118.475712
https://whichmuseum.com/museum/eric-sloane-museum-kent-15583,History & Anthropology,Eric Sloane Museum,31 Kent-Cornwall Road,Connecticut,United States,"31 Kent-Cornwall Road, Connecticut, United States",https://portal.ct.gov/DECD/Content/Historic-Preservation/04_State_Museums/Eric-Sloane-Museum-and-Kent-Iron-Furnace,41.7386049,-73.4694357
https://whichmuseum.com/museum/pittsburgh-botanic-garden-north-fayette-township-18519,Nature & Natural History,Pittsburgh Botanic Garden,799 Pinkerton Run Rd,Pennsylvania,United States,"799 Pinkerton Run Rd, Pennsylvania, United States",https://pittsburghbotanicgarden.org/,40.4254002,-80.1760096
https://whichmuseum.com/museum/seaworld-orlando-21211,Nature & Natural History,SeaWorld Orlando,7007 Sea World Drive,Florida,United States,"7007 Sea World Drive, Florida, United States",https://seaworld.com/orlando/,28.4120776,-81.4616701
https://whichmuseum.com/museum/guggenheim-museum-new-york-9277,Art & Design,Guggenheim Museum,5th Avenue 1071,New York,United States,"5th Avenue 1071, New York, United States",http://www.guggenheim.org,40.7829932,-73.958925
https://whichmuseum.com/museum/national-air-and-space-museum-washington-d-c-9199,Science & Technology,National Air and Space Museum,Jefferson Drive Southwest 655,Washington DC,United States,"Jefferson Drive Southwest 655, Washington DC, United States",http://www.nasm.si.edu,38.8881349,-77.0198154
https://whichmuseum.com/museum/lion-country-safari-loxahatchee-21281,Nature & Natural History,More…,Lion Country Safari,33470 Loxahatchee,United States,"Lion Country Safari, 33470 Loxahatchee, United States",https://www.lioncountrysafari.com/,26.7149231,-80.32011
https://whichmuseum.com/museum/central-park-zoo-new-york-9278,Nature & Natural History,Central Park Zoo,64th Street and Fifth Avenue,New York,United States,"64th Street and Fifth Avenue, New York, United States",http://centralparkzoo.com,NA,NA
https://whichmuseum.com/museum/national-museum-of-natural-history-washington-d-c-9503,Nature & Natural History,National Museum of Natural History,10th Street and Constitution Avenue NW,Washington DC,United States,"10th Street and Constitution Avenue NW, Washington DC, United States",https://naturalhistory.si.edu/,NA,NA
https://whichmuseum.com/museum/alcatraz-island-san-francisco-9014,Specialized & Alternative,Alcatraz Island,Alcatraz Landing,California,United States,"Alcatraz Landing, California, United States",https://www.nps.gov/alca/,37.8065495,-122.4051482
https://whichmuseum.com/museum/rodin-museum-philadelphia-8927,Art & Design,Rodin Museum,Benjamin Franklin Parkway 2151,Pennsylvania,United States,"Benjamin Franklin Parkway 2151, Pennsylvania, United States",http://www.rodinmuseum.org,39.9619295,-75.1739508
https://whichmuseum.com/museum/flamingo-gardens-davie-21304,Nature & Natural History,Flamingo Gardens,"3750,South Flamingo Road",Florida,United States,"3750,South Flamingo Road, Florida, United States",http://www.flamingogardens.org/,25.9728843,-80.3111092
https://whichmuseum.com/museum/madame-tussauds-new-york-9279,Specialized & Alternative,Madame Tussauds New York,West 42nd Street 234,New York,United States,"West 42nd Street 234, New York, United States",https://www.madametussauds.com/new-york/,40.7562126,-73.988438
https://whichmuseum.com/museum/9-11-tribute-museum-new-york-9280,History & Anthropology,9/11 Tribute Museum,Greenwich Street 92,New York,United States,"Greenwich Street 92, New York, United States",http://tributewtc.org/,40.7079432,-74.0137633
https://whichmuseum.com/museum/intrepid-museum-new-york-9281,Science & Technology,Intrepid Museum,West 46th Street 86,New York,United States,"West 46th Street 86, New York, United States",http://www.intrepidmuseum.org/,40.7645974,-73.9995974
https://whichmuseum.com/museum/ford-s-theatre-washington-d-c-9200,History & Anthropology,Ford's Theatre,511 Tenth St,Washington DC,United States,"511 Tenth St, Washington DC, United States",https://www.nps.gov/foth/,NA,NA
https://whichmuseum.com/museum/united-states-holocaust-memorial-museum-washington-d-c-9201,History & Anthropology,United States Holocaust Memorial Museum,Raoul Wallenberg Place Southwest 100,Washington DC,United States,"Raoul Wallenberg Place Southwest 100, Washington DC, United States",http://www.ushmm.org/,NA,NA
https://whichmuseum.com/museum/liberty-bell-center-philadelphia-8925,Specialized & Alternative,Liberty Bell Center,"101 S Independence Mall W,",Pennsylvania,United States,"101 S Independence Mall W,, Pennsylvania, United States",http://www.nps.gov/inde/liberty-bell-center.htm,39.949087,-75.150689
https://whichmuseum.com/museum/paul-revere-house-boston-9071,History & Anthropology,Paul Revere House,North Square 19,Massachusetts,United States,"North Square 19, Massachusetts, United States",https://www.paulreverehouse.org/,42.3637378,-71.0536827
https://whichmuseum.com/museum/the-art-institute-of-chicago-8742,Art & Design,The Art Institute of Chicago,South Michigan Avenue 111,Illinois,United States,"South Michigan Avenue 111, Illinois, United States",http://www.artic.edu/,41.8793588,-87.6236685
https://whichmuseum.com/museum/shedd-aquarium-chicago-8743,Nature & Natural History,Shedd Aquarium,South Lake Shore Drive 1200,Illinois,United States,"South Lake Shore Drive 1200, Illinois, United States",http://www.sheddaquarium.org,39.826199,-88.939877
https://whichmuseum.com/museum/national-gallery-of-art-washington-d-c-9203,Art & Design,National Gallery of Art,6th and Constitution Avenue NW,Washington DC,United States,"6th and Constitution Avenue NW, Washington DC, United States",https://www.nga.gov/,NA,NA
https://whichmuseum.com/museum/conservatory-botanical-gardens-at-bellagio-las-vegas-9610,Nature & Natural History,Conservatory & Botanical Gardens At Bellagio,3600 S. Las Vegas Blvd.,Nevada,United States,"3600 S. Las Vegas Blvd., Nevada, United States",http://www.bellagio.com/attractions/botanical-garden.aspx,36.1123192,-115.178723
https://whichmuseum.com/museum/field-museum-chicago-8744,Nature & Natural History,Field Museum,South Lake Shore Drive 1400,Illinois,United States,"South Lake Shore Drive 1400, Illinois, United States",http://www.fieldmuseum.org,39.8262576,-88.9376283
https://whichmuseum.com/museum/miami-beach-botanical-garden-10345,Nature & Natural History,Miami Beach Botanical Garden,Convention Center Drive 2000,Florida,United States,"Convention Center Drive 2000, Florida, United States",http://www.mbgarden.org/,25.7959144,-80.135485
https://whichmuseum.com/museum/boston-tea-party-ships-and-museum-9072,History & Anthropology,Boston Tea Party - Ships and Museum,Congress Street 306,Massachusetts,United States,"Congress Street 306, Massachusetts, United States",https://www.bostonteapartyship.com/,42.3526369,-71.0510512
https://whichmuseum.com/museum/ellis-island-national-museum-of-immigration-new-york-14412,History & Anthropology,Ellis Island National Museum of Immigration,Ellis Island Bridge,New York,United States,"Ellis Island Bridge, New York, United States",https://www.nps.gov/elis/index.htm,40.6991311,-74.0395482
https://whichmuseum.com/museum/kennedy-space-center-visitor-complex-merritt-island-17446,Science & Technology,Kennedy Space Center Visitor Complex,Space Commerce Way 9500,Florida,United States,"Space Commerce Way 9500, Florida, United States",https://www.kennedyspacecenter.com/,28.5242796,-80.6818558
https://whichmuseum.com/museum/museum-of-illusions-las-vegas-48691,NA,Museum of Illusions Las Vegas,3716 South Las Vegas Boulevard,Nevada,United States,"3716 South Las Vegas Boulevard, Nevada, United States",https://moilasvegas.com/,36.1086354,-115.174018
https://whichmuseum.com/museum/iolani-palace-honolulu-8290,History & Anthropology,Iolani Palace,South King Street 364,Hawaii,United States,"South King Street 364, Hawaii, United States",https://www.iolanipalace.org/,21.3068147,-157.8587655
https://whichmuseum.com/museum/uss-midway-museum-san-diego-9156,Science & Technology,Uss Midway Museum,Navy Pier 41,California,United States,"Navy Pier 41, California, United States",https://www.midway.org,32.7142749,-117.1761669
https://whichmuseum.com/museum/san-diego-zoo-9157,Nature & Natural History,San Diego Zoo,Zoo Drive 2920,California,United States,"Zoo Drive 2920, California, United States",https://zoo.sandiegozoo.org/,32.7359874,-117.1506542
https://whichmuseum.com/museum/filoli-historic-house-garden-woodside-21305,History & Anthropology,Filoli Historic House & Garden,86 Cañada Road,California,United States,"86 Cañada Road, California, United States",https://filoli.org/,37.452025,-122.280268
https://whichmuseum.com/museum/american-prohibition-museum-savannah-8308,Specialized & Alternative,American Prohibition Museum,209 W Saint Julian Street,Georgia,United States,"209 W Saint Julian Street, Georgia, United States",https://www.americanprohibitionmuseum.com/,32.0805708,-81.0947979
https://whichmuseum.com/museum/de-young-museum-san-francisco-9015,Art & Design,De Young Museum,Hagiwara Tea Garden Drive 50,California,United States,"Hagiwara Tea Garden Drive 50, California, United States",http://www.deyoungmuseum.org,37.771497599999996,-122.4690915
https://whichmuseum.com/museum/museum-of-contemporary-art-chicago-8748,Art & Design,Museum of Contemporary Art,East Chicago Avenue 220,Illinois,United States,"East Chicago Avenue 220, Illinois, United States",https://mcachicago.org/Home,41.8972217,-87.6211234
https://whichmuseum.com/museum/bunker-hill-monument-boston-9073,History & Anthropology,Bunker Hill Monument,Monument Square,Massachusetts,United States,"Monument Square, Massachusetts, United States",https://www.nps.gov/bost/learn/historyculture/bhm.htm,42.376306,-71.0607927
https://whichmuseum.com/museum/philadelphia-museum-of-art-8930,Art & Design,Philadelphia Museum of Art,Benjamin Franklin Parkway 2600,Pennsylvania,United States,"Benjamin Franklin Parkway 2600, Pennsylvania, United States",http://www.philamuseum.org,39.9655661,-75.1815202
https://whichmuseum.com/museum/staatsburgh-state-historic-site-17395,History & Anthropology,Staatsburgh State Historic Site,75 Mills Mansion Drive,New York,United States,"75 Mills Mansion Drive, New York, United States",https://parks.ny.gov/historic-sites/25/details.aspx,NA,NA
https://whichmuseum.com/museum/smithsonian-institution-building-washington-d-c-9204,History & Anthropology,Smithsonian Institution Building,Jefferson Drive Southwest 1000,Washington DC,United States,"Jefferson Drive Southwest 1000, Washington DC, United States",http://www.si.edu/Museums/smithsonian-institution-building,38.8887945,-77.0259381
https://whichmuseum.com/museum/the-montgomery-place-campus-bard-college-red-hook-16041,History & Anthropology,The Montgomery Place Campus - Bard College,"26 Gardener Way, River Rd",New York,United States,"26 Gardener Way, River Rd, New York, United States",https://www.bard.edu/montgomeryplace/,NA,NA
https://whichmuseum.com/museum/national-constitution-center-philadelphia-8931,History & Anthropology,National Constitution Center,Arch Street 525,Pennsylvania,United States,"Arch Street 525, Pennsylvania, United States",https://constitutioncenter.org/,39.9535477,-75.1491603
https://whichmuseum.com/museum/clermont-state-historic-site-red-hook-16042,History & Anthropology,Clermont State Historic Site,1 Clermont Ave,New York,United States,"1 Clermont Ave, New York, United States",https://parks.ny.gov/historic-sites/16/details.aspxhttp:/clermontstatehistoricsite.blogspot.comwww.friendsofclermont.org,42.0858806,-73.9192294
https://whichmuseum.com/museum/the-hollywood-museum-los-angeles-9417,Specialized & Alternative,The Hollywood Museum,Highland Avenue 1660,California,United States,"Highland Avenue 1660, California, United States",http://thehollywoodmuseum.com/,34.1010786,-118.3383267
https://whichmuseum.com/museum/world-of-coca-cola-atlanta-8675,Specialized & Alternative,World of Coca-cola,Baker Street Northwest 121,Georgia,United States,"Baker Street Northwest 121, Georgia, United States",https://www.worldofcoca-cola.com/,33.7628981,-84.3925521
https://whichmuseum.com/museum/new-england-holocaust-memorial-boston-9080,History & Anthropology,New England Holocaust Memorial,Carmen Park,Massachusetts,United States,"Carmen Park, Massachusetts, United States",https://www.nehm.org/,42.3610617,-71.0571816
https://whichmuseum.com/museum/grammy-museum-los-angeles-9424,Specialized & Alternative,Grammy Museum,West Olympic Boulevard 800,California,United States,"West Olympic Boulevard 800, California, United States",http://grammymuseum.org,34.0446975,-118.2646054
https://whichmuseum.com/museum/whitney-museum-of-american-art-new-york-9283,Art & Design,Whitney Museum of American Art,Gansevoort Street 99,New York,United States,"Gansevoort Street 99, New York, United States",https://whitney.org/,40.7396451,-74.008921
https://whichmuseum.com/museum/ground-zero-museum-workshop-new-york-9284,History & Anthropology,Ground Zero Museum Workshop,420 West 14th street,New York,United States,"420 West 14th street, New York, United States",https://groundzeromuseumworkshop.org/,40.7412051,-74.0067223
https://whichmuseum.com/museum/old-state-house-museum-boston-9074,History & Anthropology,Old State House Museum,206 Washington Street,Massachusetts,United States,"206 Washington Street, Massachusetts, United States",http://www.bostonhistory.org/?s=osh,42.3586922,-71.0575878
https://whichmuseum.com/museum/olympic-sculpture-park-seattle-8881,Art & Design,Olympic Sculpture Park,Western Avenue 2901,Washington,United States,"Western Avenue 2901, Washington, United States",http://seattleartmuseum.org/visit/olympic-sculpture-park,47.616272,-122.353583
https://whichmuseum.com/museum/the-institute-of-contemporary-art-boston-9081,Art & Design,The Institute of Contemporary Art,Harbor Shore Drive 25,Massachusetts,United States,"Harbor Shore Drive 25, Massachusetts, United States",https://www.icaboston.org/,42.3528651,-71.0429628
https://whichmuseum.com/museum/norris-geyser-basin-museum-yellowstone-national-park-12138,Nature & Natural History,Norris Geyser Basin Museum,Yellowstone National Park,Wyoming,United States,"Yellowstone National Park, Wyoming, United States",https://www.nps.gov/yell/planyourvisit/norris-geyser-basin-museum.htm,44.6200885,-110.5606893
https://whichmuseum.com/museum/neon-museum-enterprise-19904,Art & Design,Neon Museum,Las Vegas Boulevard North 770,Nevada,United States,"Las Vegas Boulevard North 770, Nevada, United States",http://neonmuseum.org,36.1765127,-115.1352767
https://whichmuseum.com/museum/page-museum-la-brea-tar-pits-los-angeles-9425,Nature & Natural History,Page Museum - La Brea Tar Pits,5801 Wilshire Boulevard,California,United States,"5801 Wilshire Boulevard, California, United States",http://www.tarpits.org/,34.0637559,-118.3556599
https://whichmuseum.com/museum/old-south-meeting-house-boston-9075,History & Anthropology,Old South Meeting House,310 Washington Street,Massachusetts,United States,"310 Washington Street, Massachusetts, United States",http://www.oldsouthmeetinghouse.org/,42.2495189,-70.9897519
https://whichmuseum.com/museum/mopop-museum-of-pop-culture-seattle-8882,Art & Design,MoPOP: Museum of Pop Culture,5th Avenue North 325,Washington,United States,"5th Avenue North 325, Washington, United States",http://www.MoPOP.org,47.6214931,-122.3482253
https://whichmuseum.com/museum/san-francisco-museum-of-modern-art-9016,Art & Design,San Francisco Museum of Modern Art,3rd Street 151,California,United States,"3rd Street 151, California, United States",http://www.sfmoma.org,37.785915,-122.4007359
https://whichmuseum.com/museum/uss-constitution-boston-9076,History & Anthropology,USS Constitution,Building 22,Massachusetts,United States,"Building 22, Massachusetts, United States",https://ussconstitutionmuseum.org/,42.3310008,-71.1262537
https://whichmuseum.com/museum/chihuly-garden-and-glass-seattle-8883,Art & Design,Chihuly Garden and Glass,Harrison Street 305,Washington,United States,"Harrison Street 305, Washington, United States",http://www.chihulygardenandglass.com/,47.621462,-122.3509886
https://whichmuseum.com/museum/johnny-cash-museum-nashville-8510,Specialized & Alternative,Johnny Cash Museum,119 Third Avenue South,Tennessee,United States,"119 Third Avenue South, Tennessee, United States",https://www.johnnycashmuseum.com/,NA,NA
https://whichmuseum.com/museum/space-center-houston-8836,Science & Technology,Space Center Houston,NASA Parkway 1601,Texas,United States,"NASA Parkway 1601, Texas, United States",http://spacecenter.org,29.5488229,-95.0980062
https://whichmuseum.com/museum/museum-of-fine-arts-boston-9082,Art & Design,Museum of Fine Arts,Huntington Avenue 465,Massachusetts,United States,"Huntington Avenue 465, Massachusetts, United States",http://www.mfa.org/,42.3393295,-71.0951349
https://whichmuseum.com/museum/national-wwii-museum-new-orleans-9106,History & Anthropology,National WWII Museum,Magazine Street 945,Louisiana,United States,"Magazine Street 945, Louisiana, United States",http://www.nationalww2museum.org,29.9421393,-90.0707711
https://whichmuseum.com/museum/folger-shakespeare-library-theatre-washington-d-c-9205,History & Anthropology,Folger Shakespeare Library & Theatre,East Capitol Street Southeast 201,Washington DC,United States,"East Capitol Street Southeast 201, Washington DC, United States",http://www.folger.edu,38.8894201,-77.0027936
https://whichmuseum.com/museum/uss-missouri-waipahu-11342,History & Anthropology,Uss Missouri,33-99 Cowpens St,Hawaii,United States,"33-99 Cowpens St, Hawaii, United States",http://www.ussmissouri.com/,21.3650422,-157.9558014
https://whichmuseum.com/museum/house-of-the-temple-washington-d-c-9211,Specialized & Alternative,House of the Temple,16th Street Northwest 1733,Washington DC,United States,"16th Street Northwest 1733, Washington DC, United States",http://scottishrite.org/,38.9137045,-77.035791
https://whichmuseum.com/museum/new-york-transit-museum-9294,Science & Technology,New York Transit Museum,Schermerhorn Street 99,New York,United States,"Schermerhorn Street 99, New York, United States",https://www.nytransitmuseum.org/,40.6905176,-73.9899802
https://whichmuseum.com/museum/adler-planetarium-chicago-8745,Science & Technology,Adler Planetarium,South Lake Shore Drive 1300,Illinois,United States,"South Lake Shore Drive 1300, Illinois, United States",https://www.adlerplanetarium.org/,39.8262232,-88.9389434
https://whichmuseum.com/museum/the-breakers-newport-8138,History & Anthropology,The Breakers,Ochre Point Avenue 44,Rhode Island,United States,"Ochre Point Avenue 44, Rhode Island, United States",http://www.newportmansions.org/,41.4697373,-71.2982119
